"week","home_team","away_team","full_name","avgpoints","defense","athome","actualpts","avg","low","high","intop30","std2017","rectar","maxrectar","minrectar","rectds","recyards","defsacks","passing_int","passing_yds_against","passing_tds_against","rushing_yds_allowed","rushing_tds_allowed"
11,"HOU","ARI","John Brown",7.76,"HOU",0,4.80,7.4,5.5,12.1,0,4.38,5.71,9,4,0.29,36.14,2.50,1.00,258.50,2.00,96.00,0.38
8,"CIN","IND","John Ross",0.20,"IND",1,0.00,,,,0,,0.00,0,0,0.00,0.00,2.00,1.17,307.67,1.50,114.00,1.33
10,"TEN","CIN","John Ross",0.10,"TEN",0,0.00,,,,0,0.14,0.50,1,0,0.00,0.00,1.43,1.00,240.00,1.86,100.14,0.43
4,"DEN","OAK","Johnny Holton",0.00,"DEN",0,13.40,,,,0,0.00,0.00,0,0,0.00,0.00,1.50,1.50,215.00,2.50,52.00,0.00
6,"OAK","LAC","Johnny Holton",4.47,"LAC",1,0.00,,,,0,7.74,0.33,1,0,0.33,21.33,3.00,0.25,211.50,1.50,163.50,0.75
7,"OAK","KC","Johnny Holton",3.35,"KC",1,0.00,,,,0,6.70,0.25,1,0,0.25,16.00,2.80,0.80,263.60,1.80,118.00,0.80
8,"BUF","OAK","Johnny Holton",2.68,"BUF",0,0.00,,,,0,5.99,0.20,1,0,0.20,12.80,2.40,1.60,248.80,0.40,88.00,0.80
9,"MIA","OAK","Johnny Holton",2.23,"MIA",0,11.40,,,,0,5.47,0.17,1,0,0.17,10.67,2.50,0.33,241.00,1.50,82.33,0.67
11,"OAK","NE","Johnny Holton",3.54,"NE",1,0.00,,,,0,6.08,0.29,1,0,0.29,15.43,1.88,0.75,309.25,2.00,121.50,0.63
12,"OAK","DEN","Johnny Holton",3.10,"DEN",1,7.30,,,,0,5.76,0.50,2,0,0.25,13.50,2.22,0.56,215.78,2.11,89.56,0.44
10,"TB","NYJ","JoJo Natson",,"TB",0,0.00,,,,0,,,,,,,1.00,0.71,280.86,1.71,111.71,1.00
12,"NYJ","CAR","JoJo Natson",0.00,"CAR",1,0.90,,,,0,,0.00,0,0,0.00,0.00,2.90,0.50,213.90,1.40,80.60,0.40
4,"ATL","BUF","Jordan Matthews",7.73,"ATL",0,9.00,10.7,9.8,14.4,0,1.58,3.67,5,3,0.00,50.67,3.50,0.50,278.00,1.50,92.00,1.00
7,"BUF","TB","Jordan Matthews",8.05,"TB",1,3.00,3.7,1.3,5.7,0,1.44,3.25,5,2,0.25,40.50,1.00,0.75,315.25,1.75,87.25,0.50
8,"BUF","OAK","Jordan Matthews",7.04,"OAK",1,5.10,8.1,7.4,12.4,0,2.58,3.20,5,2,0.20,34.40,1.83,0.00,242.67,1.17,117.17,0.67
9,"NYJ","BUF","Jordan Matthews",6.72,"NYJ",0,9.60,8.6,8.4,12.0,0,2.44,3.33,5,2,0.17,32.17,1.43,1.29,239.71,2.14,126.57,0.71
10,"BUF","NO","Jordan Matthews",7.13,"NO",1,2.40,8.0,7.3,9.6,0,2.48,4.00,8,2,0.14,34.14,2.71,1.29,243.14,1.29,120.29,0.71
12,"KC","BUF","Jordan Matthews",6.54,"KC",0,3.50,5.8,4.4,7.6,0,2.84,3.75,8,2,0.13,31.63,2.11,0.89,270.44,1.78,131.11,1.00
4,"DEN","OAK","Jordan Taylor",,"OAK",1,0.00,,,,0,,,,,,,2.50,0.00,211.00,1.00,110.50,0.50
6,"DEN","NYG","Jordan Taylor",0.00,"NYG",1,5.60,,,,0,,0.00,0,0,0.00,0.00,2.00,0.00,224.50,1.75,142.75,0.50
7,"LAC","DEN","Jordan Taylor",2.80,"LAC",0,1.70,3.9,1.8,7.0,0,3.96,2.00,4,0,0.00,13.00,3.40,0.40,214.20,1.60,161.20,0.80
8,"KC","DEN","Jordan Taylor",2.43,"KC",0,1.80,3.1,1.4,7.2,0,2.87,2.00,4,0,0.00,11.00,2.50,0.83,261.67,1.67,130.67,0.83
11,"DEN","CIN","Jordan Taylor",2.28,"CIN",1,2.40,,,,0,2.37,2.25,4,0,0.00,10.25,2.75,0.63,208.50,1.25,116.38,0.38
12,"OAK","DEN","Jordan Taylor",2.30,"OAK",0,0.00,,,,0,2.05,2.00,4,0,0.00,11.00,1.44,0.00,252.67,1.56,116.56,0.67
4,"GB","CHI","Jordy Nelson",22.05,"CHI",1,23.50,16.4,15.2,22.7,1,1.63,8.50,9,8,1.50,65.50,2.00,0.00,262.50,1.00,90.50,1.00
5,"DAL","GB","Jordy Nelson",22.53,"DAL",0,10.40,17.5,16.4,23.4,0,1.42,8.00,9,7,1.67,68.67,3.67,0.67,258.67,2.00,87.00,0.33
6,"MIN","GB","Jordy Nelson",19.50,"MIN",0,12.00,15.0,14.1,21.2,0,6.18,7.00,9,4,1.50,57.50,2.50,0.75,267.75,1.25,71.25,0.25
7,"GB","NO","Jordy Nelson",18.00,"NO",1,2.30,13.5,12.6,18.7,0,6.31,7.60,10,4,1.20,58.00,2.75,1.00,284.75,1.50,109.50,0.50
9,"GB","DET","Jordy Nelson",15.38,"DET",1,7.50,11.4,11.1,11.7,0,8.54,7.00,10,4,1.00,50.50,2.00,1.50,260.33,1.50,94.33,0.83
10,"CHI","GB","Jordy Nelson",14.26,"CHI",0,5.00,10.8,9.9,14.3,0,8.35,7.00,10,4,0.86,48.29,2.88,0.50,225.63,1.00,103.88,0.88
11,"GB","BAL","Jordy Nelson",13.10,"BAL",1,4.40,10.5,9.9,14.0,0,8.39,6.63,10,4,0.75,44.75,2.44,1.44,200.56,1.22,125.89,0.67
12,"PIT","GB","Jordy Nelson",12.13,"PIT",0,4.10,9.0,8.6,13.5,0,8.37,6.56,10,4,0.67,42.44,3.22,0.89,205.67,0.89,102.44,0.67
4,"GB","CHI","Josh Bellamy",7.40,"GB",0,6.60,,,,0,2.40,5.50,7,4,0.00,39.00,3.00,0.00,205.00,0.50,115.50,1.00
6,"BAL","CHI","Josh Bellamy",7.13,"BAL",0,0.00,3.5,1.7,5.7,0,1.76,5.67,7,4,0.00,38.00,2.25,2.25,232.50,1.50,127.25,0.75
8,"NO","CHI","Josh Bellamy",5.35,"NO",0,0.00,,,,0,3.85,4.25,7,0,0.00,28.50,3.20,1.40,290.20,1.80,100.80,0.40
10,"CHI","GB","Josh Bellamy",4.28,"GB",1,13.70,,,,0,4.10,3.40,7,0,0.00,22.80,1.71,0.86,237.29,1.29,125.71,1.00
4,"KC","WAS","Josh Doctson",6.10,"KC",0,4.70,4.6,3.2,6.6,0,8.63,1.50,2,1,0.50,26.00,4.50,0.50,300.00,1.00,115.50,1.50
6,"WAS","SF","Josh Doctson",5.63,"SF",1,8.10,5.4,2.6,8.6,0,6.15,2.00,3,1,0.33,26.33,2.25,0.50,252.00,1.75,106.00,0.50
7,"PHI","WAS","Josh Doctson",6.25,"PHI",0,6.90,4.8,2.1,7.2,0,5.17,2.25,3,1,0.50,22.50,2.40,0.60,299.00,1.60,62.80,0.60
8,"WAS","DAL","Josh Doctson",6.38,"DAL",1,7.10,6.9,6.3,7.9,0,4.49,2.80,5,1,0.40,25.80,3.20,0.40,250.40,2.20,117.80,0.40
9,"SEA","WAS","Josh Doctson",6.50,"SEA",0,8.90,7.5,6.6,11.7,0,4.03,2.83,5,1,0.50,21.67,2.00,0.83,202.33,0.83,113.67,0.67
10,"WAS","MIN","Josh Doctson",6.84,"MIN",1,7.00,8.2,8.0,11.2,0,3.79,3.14,5,1,0.43,27.00,2.88,0.88,222.13,1.13,81.38,0.38
11,"NO","WAS","Josh Doctson",6.86,"NO",0,12.10,8.5,8.0,12.1,0,3.51,3.63,7,1,0.38,27.38,2.88,1.13,229.63,1.25,116.13,0.63
12,"WAS","NYG","Josh Doctson",7.44,"NYG",1,10.80,10.0,9.5,13.6,0,3.71,4.00,7,1,0.33,33.33,1.44,0.44,275.89,2.22,132.56,0.67
7,"PIT","CIN","Josh Malone",,"PIT",0,0.00,,,,0,,,,,,,3.40,1.00,164.00,0.60,136.20,1.20
8,"CIN","IND","Josh Malone",0.00,"IND",1,11.50,,,,0,,1.00,1,1,0.00,0.00,2.00,1.17,307.67,1.50,114.00,1.33
9,"JAC","CIN","Josh Malone",5.75,"JAC",0,2.30,,,,0,8.13,2.00,3,1,0.50,17.50,4.71,1.43,190.57,0.57,138.57,0.71
10,"TEN","CIN","Josh Malone",4.60,"TEN",0,1.60,,,,0,6.09,2.67,4,1,0.33,16.00,1.43,1.00,240.00,1.86,100.14,0.43
12,"CIN","CLE","Josh Malone",3.85,"CLE",1,0.00,,,,0,5.19,2.25,4,1,0.25,13.50,2.22,0.67,242.67,2.11,86.44,0.67
7,"LA","ARI","Josh Reynolds",1.90,"ARI",1,0.00,,,,0,2.69,0.50,1,0,0.00,14.00,2.00,0.80,245.80,2.00,94.80,0.60
9,"NYG","LA","Josh Reynolds",1.27,"NYG",0,0.00,,,,0,2.19,0.33,1,0,0.00,9.33,1.86,0.43,269.14,2.00,120.71,0.29
11,"MIN","LA","Josh Reynolds",0.95,"MIN",0,0.00,,,,0,1.90,0.50,1,0,0.00,7.00,2.88,0.88,222.13,1.13,81.38,0.38
12,"LA","NO","Josh Reynolds",0.76,"NO",1,13.70,,,,0,1.70,0.60,1,0,0.00,5.60,2.78,1.11,219.11,1.22,110.89,0.56
4,"BAL","PIT","JuJu Smith-Schuster",5.50,"BAL",0,13.70,4.6,4.3,6.6,0,5.31,3.33,6,0,0.33,18.33,4.00,4.00,235.00,0.50,85.00,0.00
5,"PIT","JAC","JuJu Smith-Schuster",7.55,"JAC",1,9.80,6.8,5.6,8.5,0,5.97,3.50,6,0,0.50,25.50,4.33,1.33,147.67,1.00,135.33,1.00
6,"KC","PIT","JuJu Smith-Schuster",8.00,"KC",0,6.20,7.5,5.5,11.2,0,5.27,4.00,6,0,0.40,32.00,2.75,1.00,264.25,1.00,111.50,1.00
7,"PIT","CIN","JuJu Smith-Schuster",7.70,"CIN",1,11.90,7.9,6.7,11.1,0,4.77,3.83,6,0,0.33,32.00,3.60,0.80,181.60,1.00,103.20,0.60
8,"DET","PIT","JuJu Smith-Schuster",8.30,"DET",0,35.30,8.3,7.4,11.4,1,4.63,3.71,6,0,0.43,33.00,2.00,1.50,260.33,1.50,94.33,0.83
10,"IND","PIT","JuJu Smith-Schuster",11.68,"IND",0,20.70,10.8,10.1,13.1,1,10.46,4.50,10,0,0.50,53.00,2.00,0.88,302.38,1.50,116.25,1.25
11,"PIT","TEN","JuJu Smith-Schuster",12.68,"TEN",1,8.70,11.4,10.8,13.4,0,10.24,4.78,10,0,0.56,57.89,1.50,1.13,244.63,1.88,96.75,0.38
4,"ATL","BUF","Julio Jones",15.17,"BUF",1,6.00,18.5,18.3,24.3,0,4.18,8.67,12,5,0.00,88.33,3.50,1.00,207.50,0.00,57.50,0.50
6,"ATL","MIA","Julio Jones",12.88,"MIA",1,13.20,17.8,17.1,23.9,0,5.71,7.50,12,4,0.00,73.75,1.33,0.00,282.67,1.33,77.67,0.67
7,"NE","ATL","Julio Jones",12.94,"NE",0,24.90,18.3,17.7,25.3,1,4.95,7.40,12,4,0.00,73.40,2.00,0.60,335.00,2.40,124.20,0.80
8,"NYJ","ATL","Julio Jones",14.93,"NYJ",0,10.40,18.2,18.4,22.4,0,6.59,8.33,13,4,0.17,77.67,1.17,1.17,225.33,1.83,138.83,0.83
9,"CAR","ATL","Julio Jones",14.29,"CAR",0,20.80,16.7,16.1,22.3,1,6.26,8.00,13,4,0.14,77.14,3.43,0.14,200.43,1.43,81.14,0.43
10,"ATL","DAL","Julio Jones",15.10,"DAL",1,11.70,17.6,17.3,22.9,0,6.23,8.50,13,4,0.13,82.25,3.57,0.43,250.00,1.71,105.86,0.57
11,"SEA","ATL","Julio Jones",14.72,"SEA",0,12.10,16.9,16.1,22.5,0,5.94,8.44,13,4,0.11,79.44,2.88,1.00,232.88,1.13,109.38,0.88
12,"ATL","TB","Julio Jones",14.46,"TB",1,53.80,17.9,17.7,22.8,1,5.66,8.60,13,4,0.10,78.60,1.56,0.67,276.78,1.67,109.89,0.89
4,"ATL","BUF","Justin Hardy",2.90,"BUF",1,9.20,,,,0,,2.00,2,2,0.00,19.00,3.50,1.00,207.50,0.00,57.50,0.50
6,"ATL","MIA","Justin Hardy",6.05,"MIA",1,6.40,5.9,2.6,9.1,0,4.45,4.00,6,2,0.50,15.50,1.33,0.00,282.67,1.33,77.67,0.67
7,"NE","ATL","Justin Hardy",6.17,"NE",0,4.10,3.1,2.3,4.6,0,3.16,3.67,6,2,0.33,21.67,2.00,0.60,335.00,2.40,124.20,0.80
9,"CAR","ATL","Justin Hardy",5.65,"CAR",0,4.60,3.3,1.8,5.1,0,2.78,3.25,6,2,0.25,21.50,3.43,0.14,200.43,1.43,81.14,0.43
10,"ATL","DAL","Justin Hardy",5.44,"DAL",1,8.70,3.7,2.2,5.4,0,2.45,3.00,6,2,0.20,22.40,3.57,0.43,250.00,1.71,105.86,0.57
11,"SEA","ATL","Justin Hardy",5.98,"SEA",0,5.70,3.3,1.9,4.9,0,2.56,2.83,6,2,0.33,19.83,2.88,1.00,232.88,1.13,109.38,0.88
4,"BAL","PIT","Justin Hunter",,"BAL",0,1.50,,,,0,,,,,,,4.00,4.00,235.00,0.50,85.00,0.00
5,"PIT","JAC","Justin Hunter",1.50,"JAC",1,1.60,,,,0,,2.00,2,2,0.00,5.00,4.33,1.33,147.67,1.00,135.33,1.00
8,"DET","PIT","Justin Hunter",1.55,"DET",0,1.70,,,,0,0.07,2.50,3,2,0.00,5.50,2.00,1.50,260.33,1.50,94.33,0.83
12,"PIT","GB","Justin Hunter",1.60,"GB",1,0.00,,,,0,0.10,2.67,3,2,0.00,6.00,2.00,0.67,257.67,1.33,111.00,0.89
4,"ATL","BUF","Kaelin Clay",1.90,"ATL",0,0.00,,,,0,2.69,1.00,2,0,0.00,14.00,3.50,0.50,278.00,1.50,92.00,1.00
5,"CIN","BUF","Kaelin Clay",1.27,"CIN",0,0.00,3.6,3.0,4.2,0,2.19,1.33,2,0,0.00,9.33,3.33,0.67,186.33,1.33,129.67,0.67
8,"TB","CAR","Kaelin Clay",0.95,"TB",0,0.00,,,,0,1.90,1.25,2,0,0.00,7.00,1.20,0.80,308.80,2.00,101.80,0.80
9,"CAR","ATL","Kaelin Clay",0.76,"ATL",1,0.00,,,,0,1.70,1.00,2,0,0.00,5.60,2.33,0.33,233.67,1.50,112.00,0.33
10,"CAR","MIA","Kaelin Clay",0.63,"MIA",1,1.50,,,,0,1.55,1.00,2,0,0.00,4.67,2.14,0.29,223.86,1.57,95.43,0.57
12,"NYJ","CAR","Kaelin Clay",0.76,"NYJ",0,2.90,,,,0,1.45,1.00,2,0,0.00,4.71,1.90,1.00,240.40,2.00,117.90,0.60
11,"NYG","KC","Kalif Raymond",-0.50,"KC",1,2.10,,,,0,0.71,0.00,0,0,0.00,0.00,2.11,0.89,270.44,1.78,131.11,1.00
12,"WAS","NYG","Kalif Raymond",0.37,"WAS",0,0.00,,,,0,1.58,0.33,1,0,0.00,4.00,2.44,1.11,250.56,1.78,109.00,0.78
4,"SEA","IND","Kamar Aiken",3.10,"SEA",0,1.40,3.4,1.9,4.7,0,2.62,4.00,9,1,0.00,14.33,3.00,1.00,205.00,0.50,121.50,0.50
5,"IND","SF","Kamar Aiken",2.68,"SF",1,4.20,3.4,1.9,4.6,0,2.30,4.25,9,1,0.00,11.75,1.00,0.33,220.33,2.00,124.33,0.67
6,"TEN","IND","Kamar Aiken",2.98,"TEN",0,4.10,4.6,4.1,5.7,0,2.10,4.80,9,1,0.00,13.80,1.75,0.75,285.25,2.75,112.50,0.75
7,"IND","JAC","Kamar Aiken",3.17,"JAC",1,2.80,4.1,3.7,4.7,0,1.94,4.67,9,1,0.00,15.00,4.00,2.00,202.00,0.60,146.40,1.00
8,"CIN","IND","Kamar Aiken",3.11,"CIN",0,5.30,4.7,4.1,5.9,0,1.77,4.43,9,1,0.00,14.00,3.60,0.80,181.60,1.00,103.20,0.60
9,"HOU","IND","Kamar Aiken",3.39,"HOU",0,0.00,5.0,4.3,6.8,0,1.81,4.50,9,1,0.00,16.38,2.50,1.17,218.00,1.67,107.17,0.50
4,"CLE","CIN","Kasen Williams",1.00,"CIN",1,0.00,,,,0,1.41,2.00,2,2,0.00,5.00,2.00,0.50,123.00,0.50,162.50,1.00
5,"CLE","NYJ","Kasen Williams",0.67,"NYJ",1,7.30,,,,0,1.15,2.00,2,2,0.00,3.33,1.67,1.00,224.67,2.00,133.33,1.33
6,"HOU","CLE","Kasen Williams",2.33,"HOU",0,8.10,,,,0,3.45,2.75,5,2,0.00,10.75,2.50,1.00,211.00,1.50,95.50,0.75
7,"CLE","TEN","Kasen Williams",3.48,"TEN",1,0.00,5.0,3.9,6.9,0,3.95,3.40,6,2,0.00,16.80,1.60,0.80,246.60,2.40,110.00,0.60
4,"NYJ","JAC","Keelan Cole",1.87,"NYJ",0,2.00,4.5,4.0,7.4,0,1.69,3.00,4,2,0.00,8.67,1.00,0.50,227.00,2.50,185.00,2.00
5,"PIT","JAC","Keelan Cole",1.90,"PIT",0,1.40,4.8,4.0,8.4,0,1.38,3.75,6,2,0.00,9.00,3.67,0.67,163.33,0.67,122.67,1.33
6,"JAC","LA","Keelan Cole",1.80,"LA",1,1.70,4.4,3.6,7.5,0,1.22,3.20,6,1,0.00,8.00,3.00,1.00,235.50,1.50,151.50,1.75
7,"IND","JAC","Keelan Cole",1.78,"IND",0,8.40,4.3,3.8,7.8,0,1.09,3.00,6,1,0.00,7.83,2.20,1.20,308.00,1.60,103.20,1.20
9,"JAC","CIN","Keelan Cole",2.73,"CIN",1,7.70,3.3,3.0,3.7,0,2.69,3.00,6,1,0.00,15.86,3.00,0.67,196.00,1.17,111.33,0.50
10,"JAC","LAC","Keelan Cole",3.35,"LAC",1,9.10,3.3,2.4,5.0,0,3.05,3.25,6,1,0.00,19.75,3.25,0.63,219.63,1.25,134.88,0.63
11,"CLE","JAC","Keelan Cole",3.99,"CLE",0,5.40,6.1,4.8,7.7,0,3.44,3.78,8,1,0.00,24.33,2.00,0.63,241.88,2.00,84.25,0.63
12,"ARI","JAC","Keelan Cole",4.13,"ARI",0,5.00,3.8,3.6,4.6,0,3.27,4.00,8,1,0.00,24.30,2.44,0.89,260.78,1.78,97.44,0.78
4,"LAC","PHI","Keenan Allen",15.87,"LAC",0,21.80,14.8,14.6,21.3,1,5.58,9.67,10,9,0.33,65.33,3.00,0.50,224.50,1.50,125.50,0.50
5,"NYG","LAC","Keenan Allen",17.35,"NYG",0,10.70,14.7,14.6,20.6,0,5.43,10.00,11,9,0.25,83.50,2.33,0.00,188.67,1.33,153.33,0.67
6,"OAK","LAC","Keenan Allen",16.02,"OAK",0,9.50,15.3,15.1,21.4,0,5.57,10.40,12,9,0.20,80.20,2.50,0.00,241.50,1.50,120.00,0.25
7,"LAC","DEN","Keenan Allen",14.93,"LAC",0,7.10,13.5,11.8,18.7,0,5.65,10.17,12,9,0.17,74.33,3.40,0.40,214.20,1.60,161.20,0.80
8,"NE","LAC","Keenan Allen",13.81,"NE",0,10.10,14.3,13.2,21.7,0,5.94,9.71,12,7,0.14,69.57,2.33,0.83,338.17,2.33,115.83,0.67
10,"JAC","LAC","Keenan Allen",13.35,"JAC",0,9.40,12.8,12.2,18.6,0,5.66,9.13,12,5,0.13,68.50,4.71,1.43,190.57,0.57,138.57,0.71
11,"LAC","BUF","Keenan Allen",12.91,"LAC",0,43.20,13.8,13.4,20.2,1,5.45,8.89,12,5,0.11,66.22,3.25,0.63,219.63,1.25,134.88,0.63
12,"DAL","LAC","Keenan Allen",15.94,"DAL",0,37.20,15.3,14.6,21.1,1,10.87,9.30,13,5,0.30,75.50,3.11,0.56,247.56,1.78,104.56,0.56
4,"NE","CAR","Kelvin Benjamin",6.67,"NE",0,17.40,11.2,9.8,15.8,0,6.10,5.00,8,2,0.00,36.67,2.00,0.00,362.00,3.00,133.00,1.00
5,"DET","CAR","Kelvin Benjamin",9.35,"DET",0,15.80,12.2,12.0,16.1,0,7.32,4.75,8,2,0.00,53.50,2.67,2.33,267.33,1.33,86.00,0.67
6,"CAR","PHI","Kelvin Benjamin",10.64,"PHI",1,18.90,12.1,11.4,15.8,0,6.97,5.00,8,2,0.20,54.40,2.50,0.75,301.00,1.75,70.75,0.75
7,"CHI","CAR","Kelvin Benjamin",12.02,"CHI",0,9.50,12.6,12.1,15.4,0,7.09,6.33,13,2,0.17,61.83,2.60,0.00,223.00,1.60,99.40,1.00
8,"TB","CAR","Kelvin Benjamin",11.66,"TB",0,12.90,13.0,12.3,16.6,0,6.54,6.29,13,2,0.14,62.29,1.20,0.80,308.80,2.00,101.80,0.80
10,"BUF","NO","Kelvin Benjamin",11.81,"NO",1,7.20,9.9,9.6,12.5,0,6.07,6.38,13,2,0.25,59.38,2.71,1.29,243.14,1.29,120.29,0.71
11,"LAC","BUF","Kelvin Benjamin",11.30,"LAC",0,3.00,10.0,8.0,13.0,0,5.88,6.33,13,2,0.22,57.44,3.25,0.63,219.63,1.25,134.88,0.63
4,"GB","CHI","Kendall Wright",6.77,"GB",0,15.10,7.8,6.5,11.8,0,6.96,4.67,10,0,0.00,34.33,3.00,0.00,205.00,0.50,115.50,1.00
5,"CHI","MIN","Kendall Wright",8.85,"MIN",1,8.60,7.5,5.4,11.0,0,7.04,4.50,10,0,0.25,38.50,1.67,1.00,287.33,1.67,62.67,0.00
6,"BAL","CHI","Kendall Wright",8.80,"BAL",0,5.60,7.7,6.4,11.0,0,6.10,4.60,10,0,0.20,40.00,2.25,2.25,232.50,1.50,127.25,0.75
8,"NO","CHI","Kendall Wright",8.27,"NO",0,4.30,7.2,6.7,11.3,0,5.61,4.33,10,0,0.17,39.33,3.20,1.40,290.20,1.80,100.80,0.40
10,"CHI","GB","Kendall Wright",7.70,"GB",1,9.60,6.5,5.9,8.2,0,5.34,4.86,10,0,0.14,37.00,1.71,0.86,237.29,1.29,125.71,1.00
11,"CHI","DET","Kendall Wright",7.94,"DET",1,4.50,6.1,4.9,7.8,0,4.99,5.25,10,0,0.13,38.13,1.88,1.25,265.50,1.25,89.88,1.00
12,"PHI","CHI","Kendall Wright",7.56,"PHI",0,3.50,5.7,4.5,8.9,0,4.80,5.11,10,0,0.11,36.67,2.78,1.22,268.00,1.56,66.44,0.44
7,"SF","DAL","Kendrick Bourne",,"DAL",1,0.00,,,,0,,,,,,,3.20,0.40,250.40,2.20,117.80,0.40
8,"PHI","SF","Kendrick Bourne",0.00,"PHI",0,0.00,,,,0,,2.00,2,2,0.00,0.00,2.33,1.00,289.00,1.50,65.67,0.67
9,"SF","ARI","Kendrick Bourne",0.00,"ARI",1,5.90,,,,0,0.00,2.00,2,2,0.00,0.00,1.71,1.00,259.29,2.00,105.57,0.86
10,"SF","NYG","Kendrick Bourne",1.97,"NYG",1,7.20,5.5,3.0,8.9,0,3.41,3.33,6,2,0.00,13.00,1.86,0.43,269.14,2.00,120.71,0.29
12,"SF","SEA","Kendrick Bourne",3.28,"SEA",1,4.20,3.5,3.9,4.2,0,3.82,3.25,6,2,0.00,20.25,2.78,0.89,237.33,1.11,100.89,0.89
4,"CLE","CIN","Kenny Britt",5.97,"CIN",1,8.20,8.7,7.9,11.1,0,7.32,5.00,10,2,0.33,23.00,2.00,0.50,123.00,0.50,162.50,1.00
7,"CLE","TEN","Kenny Britt",6.53,"TEN",1,2.70,6.1,3.8,8.9,0,6.08,5.75,10,2,0.25,30.25,1.60,0.80,246.60,2.40,110.00,0.60
10,"DET","CLE","Kenny Britt",5.76,"DET",0,11.80,3.6,2.1,4.9,0,5.54,5.60,10,2,0.20,25.60,1.71,1.43,268.43,1.43,91.57,0.86
11,"CLE","JAC","Kenny Britt",6.77,"JAC",1,2.50,3.6,2.7,4.4,0,5.53,5.17,10,2,0.33,27.67,4.38,1.25,183.75,0.50,124.88,0.75
12,"CIN","CLE","Kenny Britt",6.16,"CIN",0,7.20,3.4,3.0,4.2,0,5.30,4.71,10,2,0.29,24.43,2.89,0.67,214.67,1.22,123.44,0.56
10,"DET","CLE","Kenny Golladay",9.73,"CLE",1,8.40,5.4,2.8,10.0,0,11.48,5.00,7,3,0.67,34.00,2.00,0.63,241.88,2.00,84.25,0.63
11,"CHI","DET","Kenny Golladay",9.40,"CHI",0,7.20,7.0,5.9,9.7,0,9.40,4.50,7,3,0.50,41.50,2.88,0.50,225.63,1.00,103.88,0.88
12,"DET","MIN","Kenny Golladay",8.96,"MIN",1,8.10,6.4,4.7,11.0,0,8.20,4.20,7,3,0.40,43.60,2.67,0.89,233.78,1.11,81.33,0.56
4,"MIA","NO","Kenny Stills",10.40,"NO",1,4.30,9.6,7.4,12.4,0,1.84,7.50,10,5,0.50,44.00,1.50,0.00,395.50,3.00,124.00,0.50
5,"MIA","TEN","Kenny Stills",8.37,"TEN",1,2.30,8.3,6.2,11.8,0,3.75,6.00,10,3,0.33,33.67,1.67,0.67,286.00,2.33,92.33,0.33
6,"ATL","MIA","Kenny Stills",6.85,"ATL",0,14.90,7.9,6.0,11.6,0,4.31,5.00,10,2,0.25,28.50,3.00,0.25,250.50,1.25,93.00,0.50
7,"MIA","NYJ","Kenny Stills",8.46,"NYJ",1,26.50,7.9,6.7,10.8,1,5.19,4.80,10,2,0.40,32.60,1.40,1.20,219.00,1.80,143.00,0.80
8,"BAL","MIA","Kenny Stills",11.47,"BAL",0,11.50,8.0,5.7,10.8,0,8.70,5.50,10,2,0.67,41.33,2.67,1.50,203.83,1.50,141.33,0.67
9,"MIA","OAK","Kenny Stills",11.47,"OAK",1,5.80,9.1,8.4,12.1,0,7.95,6.14,10,2,0.57,44.71,1.71,0.00,256.86,1.43,113.86,0.57
10,"CAR","MIA","Kenny Stills",10.76,"CAR",0,11.70,8.0,6.5,10.5,0,7.62,5.88,10,2,0.50,42.63,3.38,0.38,201.63,1.25,81.63,0.38
11,"MIA","TB","Kenny Stills",10.87,"TB",1,34.00,9.2,8.1,11.8,1,7.14,6.11,10,2,0.44,45.33,1.00,0.63,278.63,1.75,116.63,1.00
12,"NE","MIA","Kenny Stills",13.18,"NE",0,7.70,10.0,9.6,14.0,0,9.94,6.30,10,2,0.50,58.80,1.67,0.78,299.44,1.89,121.11,0.56
4,"SEA","IND","Krishawn Hogan",,"SEA",0,0.00,,,,0,,,,,,,3.00,1.00,205.00,0.50,121.50,0.50
5,"IND","SF","Krishawn Hogan",0.00,"SF",1,0.00,,,,0,,0.00,0,0,0.00,0.00,1.00,0.33,220.33,2.00,124.33,0.67
4,"MIN","DET","Laquon Treadwell",3.07,"DET",1,0.00,4.4,3.4,6.8,0,2.81,2.67,6,1,0.00,14.00,3.00,2.00,254.00,1.00,53.50,0.50
6,"MIN","GB","Laquon Treadwell",2.30,"GB",1,8.10,3.1,2.4,5.2,0,2.76,2.50,6,1,0.00,10.50,2.50,0.50,210.00,1.00,111.00,0.75
7,"MIN","BAL","Laquon Treadwell",3.46,"BAL",1,5.80,3.8,3.7,5.5,0,3.53,2.60,6,1,0.00,18.60,2.40,1.80,217.80,1.40,123.40,0.80
8,"CLE","MIN","Laquon Treadwell",3.85,"CLE",0,3.10,4.1,4.0,5.5,0,3.30,2.83,6,1,0.00,20.17,2.17,0.67,240.67,2.33,84.33,0.67
10,"WAS","MIN","Laquon Treadwell",3.74,"WAS",0,0.00,3.8,3.0,5.6,0,3.02,3.00,6,1,0.00,20.29,2.86,0.86,237.14,1.43,104.43,0.86
11,"MIN","LA","Laquon Treadwell",3.28,"LA",1,3.00,3.8,3.2,5.6,0,3.10,2.75,6,1,0.00,17.75,3.13,1.25,223.13,1.25,121.63,1.00
