"week","home_team","away_team","full_name","avgpoints","defense","athome","actualpts","avg","low","high","intop30","std2017","rectar","maxrectar","minrectar","rectds","recyards","defsacks","passing_int","passing_yds_against","passing_tds_against","rushing_yds_allowed","rushing_tds_allowed"
10,"LA","HOU","Tavon Austin",4.03,"HOU",1,0.20,4.5,2.8,6.2,0,4.00,1.63,5,0,0.00,6.00,2.43,1.14,251.43,2.00,96.57,0.43
12,"LA","NO","Tavon Austin",3.60,"NO",1,4.60,4.5,3.0,6.2,0,3.95,1.44,5,0,0.00,5.33,2.78,1.11,219.11,1.22,110.89,0.56
4,"ATL","BUF","Taylor Gabriel",9.87,"BUF",1,0.00,8.6,7.5,11.3,0,7.92,4.33,6,3,0.33,43.00,3.50,1.00,207.50,0.00,57.50,0.50
6,"ATL","MIA","Taylor Gabriel",7.40,"MIA",1,7.90,9.4,8.1,13.8,0,8.14,4.50,6,3,0.25,32.25,1.33,0.00,282.67,1.33,77.67,0.67
7,"NE","ATL","Taylor Gabriel",7.50,"NE",0,3.90,8.1,6.2,12.1,0,7.05,5.20,8,3,0.20,33.60,2.00,0.60,335.00,2.40,124.20,0.80
8,"NYJ","ATL","Taylor Gabriel",6.90,"NYJ",0,0.70,7.2,5.6,11.2,0,6.47,4.67,8,2,0.17,32.00,1.17,1.17,225.33,1.83,138.83,0.83
9,"CAR","ATL","Taylor Gabriel",6.01,"CAR",0,8.90,6.4,4.9,10.4,0,6.36,4.14,8,1,0.14,27.00,3.43,0.14,200.43,1.43,81.14,0.43
10,"ATL","DAL","Taylor Gabriel",6.38,"DAL",1,10.30,6.5,5.4,10.7,0,5.97,4.13,8,1,0.13,30.63,3.57,0.43,250.00,1.71,105.86,0.57
11,"SEA","ATL","Taylor Gabriel",6.81,"SEA",0,2.70,6.2,4.6,9.0,0,5.74,4.00,8,1,0.11,33.67,2.88,1.00,232.88,1.13,109.38,0.88
12,"ATL","TB","Taylor Gabriel",6.40,"TB",1,4.60,7.0,5.4,9.3,0,5.56,3.80,8,1,0.10,31.00,1.56,0.67,276.78,1.67,109.89,0.89
4,"HOU","TEN","Taywan Taylor",4.57,"HOU",0,0.60,3.5,2.0,4.8,0,1.93,2.00,3,1,0.00,24.00,1.50,0.00,174.50,0.50,118.50,0.50
5,"MIA","TEN","Taywan Taylor",3.58,"MIA",0,0.50,4.6,2.2,8.3,0,2.54,1.75,3,1,0.00,18.00,1.50,0.00,290.00,1.00,73.50,1.00
6,"TEN","IND","Taywan Taylor",2.96,"IND",1,14.10,4.8,2.2,8.7,0,2.59,1.60,3,1,0.00,14.40,2.25,1.50,296.75,1.50,112.50,1.50
7,"CLE","TEN","Taywan Taylor",4.82,"CLE",0,7.50,4.8,2.4,8.3,0,5.10,2.00,4,1,0.17,22.17,2.40,0.60,243.80,2.20,76.60,0.80
9,"TEN","BAL","Taywan Taylor",5.20,"BAL",1,0.60,3.2,1.4,4.4,0,4.77,2.29,4,1,0.14,25.43,2.29,1.43,201.57,1.29,145.29,0.71
10,"TEN","CIN","Taywan Taylor",4.63,"CIN",1,5.80,,,,0,4.70,2.25,4,1,0.13,21.75,3.14,0.71,201.29,1.29,111.86,0.43
11,"PIT","TEN","Taywan Taylor",4.76,"PIT",0,0.00,,,,0,4.42,2.33,4,1,0.11,23.11,3.25,0.88,203.63,0.75,106.38,0.75
12,"IND","TEN","Taywan Taylor",4.28,"IND",0,1.80,,,,0,4.43,2.20,4,1,0.10,20.80,1.90,0.80,287.40,1.50,111.20,1.00
4,"MIA","NO","Ted Ginn",9.70,"MIA",0,5.40,9.2,8.1,11.7,0,4.25,4.67,6,3,0.33,40.33,1.00,0.00,331.00,1.00,44.00,1.00
6,"NO","DET","Ted Ginn",8.63,"DET",1,16.90,8.7,8.5,11.2,0,4.08,4.00,6,2,0.25,36.50,2.50,1.75,255.25,1.00,86.25,0.75
7,"GB","NO","Ted Ginn",10.28,"GB",0,24.10,9.5,9.1,11.3,1,5.12,4.00,6,2,0.40,42.40,2.20,0.60,218.20,1.40,121.40,0.80
8,"NO","CHI","Ted Ginn",12.58,"CHI",1,8.80,8.9,8.1,10.9,0,7.27,4.50,7,2,0.33,58.83,2.67,0.33,215.83,1.33,103.67,0.83
9,"NO","TB","Ted Ginn",12.04,"TB",1,15.90,10.2,10.2,11.6,0,6.78,4.43,7,2,0.29,60.14,1.17,0.67,302.00,1.83,113.67,1.00
10,"BUF","NO","Ted Ginn",12.53,"BUF",0,1.30,9.9,9.5,12.3,0,6.43,4.50,7,2,0.38,60.00,1.86,1.57,277.29,0.86,80.43,0.71
11,"NO","WAS","Ted Ginn",11.28,"WAS",1,13.50,10.4,9.0,12.8,0,7.08,4.11,7,1,0.33,53.67,2.75,1.00,243.88,1.50,109.88,0.75
12,"LA","NO","Ted Ginn",11.50,"LA",0,14.10,9.5,8.5,12.8,0,6.71,4.30,7,1,0.30,57.00,3.11,1.33,222.89,1.22,118.00,0.89
4,"DAL","LA","Terrance Williams",8.73,"LA",1,7.40,7.5,6.5,10.6,0,3.66,5.33,7,4,0.00,44.00,3.00,1.00,179.00,0.50,152.00,1.50
5,"DAL","GB","Terrance Williams",8.40,"GB",1,3.40,8.3,6.7,11.7,0,3.06,5.50,7,4,0.00,41.50,3.00,0.00,207.33,1.00,113.67,0.67
7,"SF","DAL","Terrance Williams",7.40,"SF",0,0.00,8.1,6.9,11.1,0,3.47,5.00,7,3,0.00,36.00,2.60,0.60,264.40,1.40,116.60,0.80
8,"WAS","DAL","Terrance Williams",6.17,"WAS",0,5.60,7.5,6.1,11.3,0,4.33,4.67,7,3,0.00,30.00,3.00,1.00,249.80,1.20,87.00,0.80
9,"DAL","KC","Terrance Williams",6.09,"KC",1,26.10,7.6,6.2,11.7,1,3.96,4.43,7,3,0.00,30.86,2.14,0.71,283.86,1.86,124.57,0.86
10,"ATL","DAL","Terrance Williams",8.59,"ATL",0,1.90,8.7,8.0,12.1,0,7.97,5.00,9,3,0.00,44.63,2.43,0.29,237.00,1.57,102.14,0.29
11,"DAL","PHI","Terrance Williams",7.84,"PHI",1,7.50,8.5,6.7,12.4,0,7.78,4.89,9,3,0.00,40.67,2.78,1.22,268.00,1.56,66.44,0.44
12,"DAL","LAC","Terrance Williams",7.81,"LAC",1,10.00,7.8,6.1,11.2,0,7.34,5.10,9,3,0.00,40.10,3.22,0.78,225.56,1.22,134.89,0.67
4,"KC","WAS","Terrelle Pryor",7.20,"KC",0,16.00,11.8,10.4,16.2,0,4.71,6.33,11,4,0.00,38.67,4.50,0.50,300.00,1.00,115.50,1.50
6,"WAS","SF","Terrelle Pryor",9.40,"SF",1,5.30,11.8,11.4,14.8,0,5.85,6.00,11,4,0.25,46.50,2.25,0.50,252.00,1.75,106.00,0.50
7,"PHI","WAS","Terrelle Pryor",8.58,"PHI",0,3.40,11.0,9.4,15.1,0,5.38,5.80,11,4,0.20,41.80,2.40,0.60,299.00,1.60,62.80,0.60
8,"WAS","DAL","Terrelle Pryor",7.72,"DAL",1,0.00,9.2,7.1,13.7,0,5.26,5.50,11,4,0.17,37.17,3.20,0.40,250.40,2.20,117.80,0.40
9,"SEA","WAS","Terrelle Pryor",6.61,"SEA",0,3.70,5.3,3.4,7.3,0,5.62,4.86,11,1,0.14,31.86,2.00,0.83,202.33,0.83,113.67,0.67
4,"MIA","NO","Tommylee Lewis",5.03,"MIA",0,1.10,,,,0,2.31,2.67,3,2,0.00,27.67,1.00,0.00,331.00,1.00,44.00,1.00
7,"GB","NO","Tommylee Lewis",4.05,"GB",0,0.00,,,,0,2.73,2.50,3,2,0.00,21.00,2.20,0.60,218.20,1.40,121.40,0.80
8,"NO","CHI","Tommylee Lewis",3.24,"CHI",1,0.00,,,,0,2.98,2.20,3,1,0.00,16.80,2.67,0.33,215.83,1.33,103.67,0.83
9,"NO","TB","Tommylee Lewis",2.70,"TB",1,0.00,,,,0,2.97,1.83,3,0,0.00,14.00,1.17,0.67,302.00,1.83,113.67,1.00
11,"NO","WAS","Tommylee Lewis",2.31,"WAS",1,0.00,,,,0,2.90,1.57,3,0,0.00,12.00,2.75,1.00,243.88,1.50,109.88,0.75
12,"LA","NO","Tommylee Lewis",2.03,"LA",0,0.00,,,,0,2.81,1.38,3,0,0.00,10.50,3.11,1.33,222.89,1.22,118.00,0.89
4,"LAC","PHI","Torrey Smith",7.17,"LAC",0,1.90,8.2,7.1,11.8,0,3.31,5.33,8,3,0.00,41.67,3.00,0.50,224.50,1.50,125.50,0.50
5,"PHI","ARI","Torrey Smith",5.85,"ARI",1,15.70,8.0,6.5,13.4,0,3.77,4.75,8,3,0.00,33.50,2.00,0.67,230.33,2.00,85.67,1.00
6,"CAR","PHI","Torrey Smith",7.82,"CAR",0,1.60,7.7,6.8,11.0,0,5.48,4.60,8,3,0.20,40.80,2.75,0.25,211.25,1.25,87.25,0.50
7,"PHI","WAS","Torrey Smith",6.78,"WAS",1,0.00,7.3,6.7,10.8,0,5.52,4.17,8,2,0.17,35.00,3.00,1.00,242.50,1.25,87.50,0.50
8,"PHI","SF","Torrey Smith",5.81,"SF",1,0.00,7.2,6.4,9.7,0,5.66,3.71,8,1,0.14,30.00,2.33,0.67,275.33,1.50,112.83,0.83
9,"PHI","DEN","Torrey Smith",5.09,"DEN",1,2.10,4.9,3.8,7.0,0,5.63,3.50,8,1,0.13,26.25,2.67,0.67,200.50,1.83,71.83,0.00
11,"DAL","PHI","Torrey Smith",4.76,"DAL",0,11.80,5.4,4.5,7.7,0,5.36,3.33,8,1,0.11,24.56,3.38,0.50,251.63,1.75,101.13,0.50
12,"PHI","CHI","Torrey Smith",5.46,"CHI",1,7.00,5.6,4.8,7.1,0,5.52,3.40,8,1,0.20,24.90,2.89,0.44,224.11,1.00,110.11,0.89
4,"LAC","PHI","Travis Benjamin",11.60,"LAC",0,4.10,7.8,6.7,11.9,0,8.77,5.00,8,3,0.33,53.00,3.00,0.50,224.50,1.50,125.50,0.50
5,"NYG","LAC","Travis Benjamin",9.73,"NYG",0,5.20,6.9,6.1,9.9,0,8.09,5.00,8,3,0.25,45.00,2.33,0.00,188.67,1.33,153.33,0.67
6,"OAK","LAC","Travis Benjamin",8.82,"OAK",0,0.00,7.2,6.5,9.4,0,7.29,4.60,8,3,0.20,39.60,2.50,0.00,241.50,1.50,120.00,0.25
7,"LAC","DEN","Travis Benjamin",7.35,"LAC",0,11.60,5.9,5.2,8.5,0,7.45,4.00,8,1,0.17,33.00,3.40,0.40,214.20,1.60,161.20,0.80
8,"NE","LAC","Travis Benjamin",7.96,"NE",0,18.80,6.1,5.5,9.4,1,6.99,3.57,8,1,0.29,34.29,2.33,0.83,338.17,2.33,115.83,0.67
10,"JAC","LAC","Travis Benjamin",9.31,"JAC",0,1.30,5.4,4.4,7.7,0,7.52,4.25,9,1,0.38,38.00,4.71,1.43,190.57,0.57,138.57,0.71
11,"LAC","BUF","Travis Benjamin",8.42,"LAC",0,3.80,6.4,5.8,8.5,0,7.52,4.11,9,1,0.33,33.78,3.25,0.63,219.63,1.25,134.88,0.63
12,"DAL","LAC","Travis Benjamin",7.96,"DAL",0,8.60,6.1,5.6,8.3,0,7.24,3.80,9,1,0.30,32.50,3.11,0.56,247.56,1.78,104.56,0.56
6,"DEN","NYG","Travis Rudolph",,"DEN",0,0.00,5.1,3.2,7.8,0,,,,,,,2.50,1.00,223.00,2.00,50.75,0.00
7,"NYG","SEA","Travis Rudolph",0.00,"SEA",1,6.20,,,,0,,1.00,1,1,0.00,0.00,2.20,1.00,216.00,0.80,127.20,0.80
11,"NYG","KC","Travis Rudolph",3.10,"KC",1,6.40,,,,0,4.38,3.50,6,1,0.00,16.00,2.11,0.89,270.44,1.78,131.11,1.00
12,"WAS","NYG","Travis Rudolph",4.20,"WAS",0,0.00,,,,0,3.64,4.33,6,1,0.00,22.00,2.44,1.11,250.56,1.78,109.00,0.78
5,"CHI","MIN","Tre McBride",,"MIN",1,2.80,,,,0,,,,,,,1.67,1.00,287.33,1.67,62.67,0.00
6,"BAL","CHI","Tre McBride",2.80,"BAL",0,0.00,3.1,1.5,3.9,0,,1.00,1,1,0.00,18.00,2.25,2.25,232.50,1.50,127.25,0.75
8,"NO","CHI","Tre McBride",1.40,"NO",0,12.20,4.3,3.7,7.8,0,1.98,0.50,1,0,0.00,9.00,3.20,1.40,290.20,1.80,100.80,0.40
10,"CHI","GB","Tre McBride",5.00,"GB",1,0.00,4.8,3.6,5.9,0,6.39,2.00,5,0,0.00,36.67,1.71,0.86,237.29,1.29,125.71,1.00
11,"CHI","DET","Tre McBride",3.75,"DET",1,3.40,,,,0,5.79,1.75,5,0,0.00,27.50,1.88,1.25,265.50,1.25,89.88,1.00
4,"ARI","SF","Trent Taylor",5.53,"ARI",0,9.70,5.9,5.2,9.2,0,5.79,3.00,4,1,0.33,15.33,2.50,1.00,254.00,2.00,79.00,0.50
5,"IND","SF","Trent Taylor",6.58,"IND",0,1.60,6.6,4.2,9.8,0,5.16,4.75,10,1,0.25,23.25,2.00,1.33,297.33,1.33,85.33,1.33
6,"WAS","SF","Trent Taylor",5.58,"WAS",0,3.10,5.9,4.8,8.9,0,5.00,4.20,10,1,0.20,19.80,3.00,1.00,242.50,1.25,87.50,0.50
7,"SF","DAL","Trent Taylor",5.17,"DAL",1,7.90,6.0,5.3,8.6,0,4.58,4.33,10,1,0.17,18.33,3.20,0.40,250.40,2.20,117.80,0.40
8,"PHI","SF","Trent Taylor",5.56,"PHI",0,6.30,5.5,4.6,9.0,0,4.31,4.43,10,1,0.14,21.29,2.33,1.00,289.00,1.50,65.67,0.67
9,"SF","ARI","Trent Taylor",5.65,"ARI",1,4.20,5.9,5.8,9.0,0,4.00,4.25,10,1,0.13,22.75,1.71,1.00,259.29,2.00,105.57,0.86
12,"SF","SEA","Trent Taylor",5.49,"SEA",1,5.50,7.9,7.5,12.3,0,3.77,4.11,10,1,0.11,22.67,2.78,0.89,237.33,1.11,100.89,0.89
4,"GB","CHI","Trevor Davis",0.63,"CHI",1,0.00,,,,0,1.10,0.33,1,0,0.00,3.00,2.00,0.00,262.50,1.00,90.50,1.00
6,"MIN","GB","Trevor Davis",0.48,"MIN",0,0.00,,,,0,0.95,0.25,1,0,0.00,2.25,2.50,0.75,267.75,1.25,71.25,0.25
7,"GB","NO","Trevor Davis",0.38,"NO",1,0.00,,,,0,0.85,0.20,1,0,0.00,1.80,2.75,1.00,284.75,1.50,109.50,0.50
9,"GB","DET","Trevor Davis",0.32,"DET",1,2.40,,,,0,0.78,0.17,1,0,0.00,1.50,2.00,1.50,260.33,1.50,94.33,0.83
10,"CHI","GB","Trevor Davis",0.61,"CHI",0,0.00,,,,0,1.06,0.29,1,0,0.00,2.00,2.88,0.50,225.63,1.00,103.88,0.88
11,"GB","BAL","Trevor Davis",0.54,"BAL",1,0.00,,,,0,1.00,0.25,1,0,0.00,1.75,2.44,1.44,200.56,1.22,125.89,0.67
12,"PIT","GB","Trevor Davis",0.48,"PIT",0,0.40,,,,0,0.96,0.22,1,0,0.00,1.56,3.22,0.89,205.67,0.89,102.44,0.67
4,"CLE","CIN","Tyler Boyd",2.10,"CLE",0,3.50,4.2,3.1,7.5,0,0.00,2.50,4,1,0.00,11.00,1.50,1.00,240.00,2.00,85.50,0.50
5,"CIN","BUF","Tyler Boyd",2.57,"BUF",1,2.60,4.1,2.8,6.4,0,0.81,2.33,4,1,0.00,12.33,3.33,1.33,224.67,0.00,75.33,0.67
11,"DEN","CIN","Tyler Boyd",2.58,"DEN",0,1.50,,,,0,0.66,2.25,4,1,0.00,10.75,2.38,0.63,204.88,2.00,88.38,0.38
12,"CIN","CLE","Tyler Boyd",2.36,"CLE",1,9.70,,,,0,0.75,2.00,4,1,0.00,9.60,2.22,0.67,242.67,2.11,86.44,0.67
4,"SEA","IND","Tyler Lockett",6.40,"IND",1,13.10,9.2,8.0,12.1,0,5.44,5.00,9,3,0.00,34.00,2.50,0.50,325.00,1.00,72.50,1.00
5,"LA","SEA","Tyler Lockett",8.08,"LA",0,6.30,9.1,7.7,11.4,0,5.56,5.00,9,3,0.00,42.25,3.33,1.00,230.00,1.00,139.00,2.00
7,"NYG","SEA","Tyler Lockett",7.72,"NYG",0,8.40,8.9,7.7,11.2,0,4.88,4.80,9,3,0.00,39.00,1.60,0.20,231.20,2.00,139.00,0.40
8,"SEA","HOU","Tyler Lockett",7.83,"HOU",1,20.90,8.5,7.3,11.8,1,4.37,5.17,9,3,0.00,37.33,2.50,1.17,218.00,1.67,107.17,0.50
9,"SEA","WAS","Tyler Lockett",9.70,"WAS",1,3.00,9.4,7.7,12.8,0,6.35,5.57,9,3,0.00,49.29,3.00,1.00,252.83,1.67,93.67,0.67
10,"ARI","SEA","Tyler Lockett",8.86,"ARI",0,2.60,9.7,8.5,14.4,0,6.34,5.88,9,3,0.00,44.38,1.71,1.00,259.29,2.00,105.57,0.86
11,"SEA","ATL","Tyler Lockett",8.17,"ATL",1,7.70,8.9,7.7,13.5,0,6.29,5.44,9,2,0.00,41.22,2.25,0.25,224.50,1.38,114.50,0.50
12,"SF","SEA","Tyler Lockett",8.12,"SF",0,0.20,9.7,8.7,13.2,0,5.93,5.40,9,2,0.00,40.80,2.00,0.60,257.30,1.80,133.50,0.90
4,"KC","WAS","Tyreek Hill",19.57,"WAS",1,8.50,15.4,14.3,19.8,0,10.46,7.33,8,6,0.67,84.33,2.00,1.00,279.50,1.50,75.00,0.50
5,"HOU","KC","Tyreek Hill",16.80,"HOU",0,10.80,14.0,12.5,18.7,0,10.17,7.00,8,6,0.50,72.00,2.67,0.00,242.33,2.00,98.67,0.33
6,"KC","PIT","Tyreek Hill",15.60,"PIT",1,7.50,13.8,12.4,18.8,0,9.21,6.80,8,6,0.40,71.20,3.75,1.00,181.25,0.75,112.50,1.00
7,"OAK","KC","Tyreek Hill",14.25,"OAK",0,28.20,13.9,13.3,19.1,1,8.88,6.83,8,6,0.33,65.00,2.00,0.00,237.60,1.20,124.60,0.60
8,"KC","DEN","Tyreek Hill",16.24,"DEN",1,4.80,12.8,11.2,18.0,0,9.67,7.00,8,6,0.43,73.57,2.60,0.80,204.00,1.80,70.20,0.00
9,"DAL","KC","Tyreek Hill",14.81,"DAL",0,15.30,13.6,11.9,17.3,0,9.82,6.88,8,6,0.38,69.13,3.50,0.33,247.83,1.83,115.33,0.50
11,"NYG","KC","Tyreek Hill",14.87,"NYG",0,15.40,14.3,13.3,18.7,0,9.19,6.56,8,4,0.44,68.56,1.63,0.38,274.38,2.25,125.88,0.50
12,"KC","BUF","Tyreek Hill",14.92,"BUF",1,12.40,13.7,11.8,18.6,0,8.67,6.60,8,4,0.40,68.50,1.56,1.22,251.67,0.78,117.22,1.56
4,"LAC","PHI","Tyrell Williams",7.77,"LAC",0,25.50,10.8,9.9,14.6,1,3.73,6.00,7,4,0.00,41.00,3.00,0.50,224.50,1.50,125.50,0.50
5,"NYG","LAC","Tyrell Williams",12.20,"NYG",0,3.20,10.9,10.2,14.6,0,9.37,6.00,7,4,0.25,59.50,2.33,0.00,188.67,1.33,153.33,0.67
6,"OAK","LAC","Tyrell Williams",10.40,"OAK",0,4.70,10.4,9.4,13.3,0,9.06,5.20,7,2,0.20,52.00,2.50,0.00,241.50,1.50,120.00,0.25
7,"LAC","DEN","Tyrell Williams",9.45,"LAC",0,2.10,8.4,7.0,12.3,0,8.43,4.83,7,2,0.17,47.83,3.40,0.40,214.20,1.60,161.20,0.80
8,"NE","LAC","Tyrell Williams",8.40,"NE",0,3.40,8.7,7.9,13.4,0,8.18,4.29,7,1,0.14,42.57,2.33,0.83,338.17,2.33,115.83,0.67
10,"JAC","LAC","Tyrell Williams",7.78,"JAC",0,6.90,6.2,5.6,9.0,0,7.78,4.50,7,1,0.13,40.25,4.71,1.43,190.57,0.57,138.57,0.71
11,"LAC","BUF","Tyrell Williams",7.68,"LAC",0,2.10,7.3,6.2,10.1,0,7.28,4.56,7,1,0.11,41.22,3.25,0.63,219.63,1.25,134.88,0.63
12,"DAL","LAC","Tyrell Williams",7.12,"DAL",0,13.80,7.0,6.6,10.0,0,7.09,4.20,7,1,0.10,38.20,3.11,0.56,247.56,1.78,104.56,0.56
4,"ARI","SF","Victor Bolden",0.00,"ARI",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.50,1.00,254.00,2.00,79.00,0.50
5,"IND","SF","Victor Bolden",0.00,"IND",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.00,1.33,297.33,1.33,85.33,1.33
9,"SF","ARI","Victor Bolden",0.00,"ARI",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,1.71,1.00,259.29,2.00,105.57,0.86
10,"SF","NYG","Victor Bolden",0.00,"NYG",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,1.86,0.43,269.14,2.00,120.71,0.29
4,"BAL","PIT","Vince Mayle",0.00,"PIT",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,4.50,0.50,194.50,0.50,74.00,1.00
5,"OAK","BAL","Vince Mayle",0.00,"OAK",0,6.20,,,,0,0.00,0.00,0,0,0.00,0.00,2.00,0.00,262.33,1.67,112.33,0.33
6,"BAL","CHI","Vince Mayle",1.55,"CHI",1,0.00,,,,0,3.10,0.00,0,0,0.00,0.00,2.25,0.00,234.75,1.75,84.50,1.00
7,"MIN","BAL","Vince Mayle",1.24,"MIN",0,0.00,,,,0,2.77,0.20,1,0,0.00,0.00,2.20,0.80,247.40,1.40,80.00,0.20
8,"BAL","MIA","Vince Mayle",1.03,"MIA",1,0.00,,,,0,2.53,0.17,1,0,0.00,0.00,2.40,0.20,247.40,1.20,80.40,0.60
11,"GB","BAL","Vince Mayle",0.89,"GB",0,0.00,,,,0,2.34,0.14,1,0,0.00,0.00,1.63,0.75,252.75,1.38,118.00,1.00
12,"BAL","HOU","Vince Mayle",0.78,"HOU",1,0.00,,,,0,2.19,0.13,1,0,0.00,0.00,2.56,0.89,269.89,2.11,96.89,0.33
4,"HOU","TEN","Will Fuller",,"TEN",1,19.90,7.2,5.0,11.9,0,,,,,,,2.00,1.00,242.50,1.50,104.00,0.50
5,"HOU","KC","Will Fuller",19.90,"KC",1,20.20,9.4,8.5,13.1,1,,6.00,6,6,2.00,35.00,3.67,1.33,279.00,0.67,111.67,1.33
6,"HOU","CLE","Will Fuller",20.05,"CLE",1,14.20,10.5,9.6,13.7,0,0.21,4.50,6,3,2.00,46.00,2.25,0.50,256.25,2.25,87.25,1.00
8,"SEA","HOU","Will Fuller",18.10,"SEA",0,32.50,9.4,8.8,13.3,1,3.38,4.67,6,3,1.67,51.33,2.20,1.00,216.00,0.80,127.20,0.80
9,"HOU","IND","Will Fuller",21.70,"IND",1,5.20,10.0,9.1,12.3,0,7.71,5.50,8,3,1.75,69.75,1.86,1.00,310.86,1.43,124.57,1.43
10,"LA","HOU","Will Fuller",18.40,"LA",0,3.50,8.4,6.9,11.9,0,9.95,6.00,8,3,1.40,62.20,3.29,1.29,223.57,1.14,123.14,1.14
6,"NO","DET","Willie Snead",,"DET",1,2.10,11.0,10.1,16.3,0,,,,,,,2.50,1.75,255.25,1.00,86.25,0.75
9,"NO","TB","Willie Snead",2.10,"TB",1,-1.00,5.5,3.9,8.2,0,,3.00,3,3,0.00,11.00,1.17,0.67,302.00,1.83,113.67,1.00
11,"NO","WAS","Willie Snead",0.55,"WAS",1,2.20,4.0,1.9,5.8,0,2.19,1.50,3,0,0.00,5.50,2.75,1.00,243.88,1.50,109.88,0.75
12,"LA","NO","Willie Snead",1.10,"LA",0,1.90,3.1,2.6,5.3,0,1.82,1.67,3,0,0.00,7.67,3.11,1.33,222.89,1.22,118.00,0.89
4,"ATL","BUF","Zay Jones",2.30,"ATL",0,2.80,7.7,6.3,11.2,0,2.02,4.00,6,2,0.00,13.00,3.50,0.50,278.00,1.50,92.00,1.00
5,"CIN","BUF","Zay Jones",2.43,"CIN",0,1.90,7.9,7.0,11.2,0,1.67,4.25,6,2,0.00,14.25,3.33,0.67,186.33,1.33,129.67,0.67
7,"BUF","TB","Zay Jones",2.32,"TB",1,3.70,7.4,6.0,9.9,0,1.47,4.60,6,2,0.00,13.20,1.00,0.75,315.25,1.75,87.25,0.50
8,"BUF","OAK","Zay Jones",2.55,"OAK",1,6.20,5.8,4.1,8.5,0,1.43,5.33,9,2,0.00,13.83,1.83,0.00,242.67,1.17,117.17,0.67
9,"NYJ","BUF","Zay Jones",3.07,"NYJ",0,17.30,6.2,5.3,9.0,0,1.90,5.29,9,2,0.00,16.43,1.43,1.29,239.71,2.14,126.57,0.71
11,"LAC","BUF","Zay Jones",4.85,"LAC",0,10.80,4.4,4.0,7.0,0,5.33,5.50,9,2,0.13,21.00,3.25,0.63,219.63,1.25,134.88,0.63
12,"KC","BUF","Zay Jones",5.51,"KC",0,12.30,6.3,5.3,9.7,0,5.36,5.67,9,2,0.11,26.22,2.11,0.89,270.44,1.78,131.11,1.00
